0.085753 -0.226163 -0.108883
0.051265 0.088957 0.047035
-0.038348 0.150239 0.108411
-0.131217 0.135278 0.278360
0.151408 -0.282815 0.170981
-0.275992 -0.136187 0.067838
0.050042 0.010712 0.163819
-0.130974 0.031647 0.118084
-0.072539 0.031460 0.006161
-0.031369 0.133867 0.050206
-0.026872 0.079173 -0.011451
-0.061465 -0.051773 -0.218847
0.177442 -0.049755 -0.123030
0.133521 -0.059562 0.030133
-0.044061 0.055184 -0.007868
-0.014176 0.136713 0.003319
0.100676 0.202755 0.061215
0.003206 0.107169 -0.037798
0.109714 0.031132 0.091756
-0.006472 0.086560 0.166119
-0.001499 0.104869 0.052168
-0.094906 0.095494 0.100314
0.116841 0.116731 -0.008015
-0.309622 -0.089540 -0.101061
0.036668 0.200185 0.009330
-0.010195 0.034592 -0.098281
-0.110703 -0.156755 -0.211605
0.042588 0.036647 -0.018398
0.083200 0.146696 0.026283
-0.045411 -0.007382 0.170490
-0.106981 0.095476 -0.075772
-0.148170 0.179393 0.178306
-0.242478 -0.026219 -0.113909
0.045807 -0.062445 0.031745
0.030440 0.129334 0.093055
0.137739 -0.036979 -0.083402
-0.216527 0.086773 -0.027094
0.024090 0.003305 -0.009329
-0.046319 0.004493 0.172543
0.299485 -0.011324 0.060193
-0.094948 -0.173174 -0.042852
0.106309 -0.025381 0.190376
0.071331 -0.108089 -0.100762
0.034291 -0.070598 -0.185518
0.055512 -0.078740 0.109838
-0.020661 0.026184 0.036644
-0.096562 -0.212528 0.101489
0.099857 -0.067032 -0.000053
-0.062194 -0.102676 0.013453
0.103678 0.143137 -0.136923
-0.034067 -0.136476 0.115225
0.369374 0.170197 -0.099478
-0.074039 0.107295 0.030647
-0.141648 -0.117621 -0.141188
-0.107395 -0.304886 -0.155027
-0.161643 0.189063 0.112517
0.187616 0.172458 -0.144011
0.026675 0.008027 0.217379
-0.139063 0.010447 -0.050689
-0.140856 -0.097543 -0.252023
-0.224715 -0.079926 0.279921
0.218071 -0.182775 -0.063129
0.047367 -0.178888 0.069453
-0.031434 -0.056949 -0.043764
-0.058881 0.155113 -0.193136
0.149207 0.066087 -0.145315
-0.240613 -0.032335 -0.137216
0.178350 -0.084744 0.202124
0.063477 0.137492 0.040875
0.321737 0.096061 -0.150271
0.100116 0.144610 -0.047965
0.160856 -0.170486 -0.073801
-0.138755 0.371173 0.120563
0.084909 -0.122790 -0.053476
0.205060 -0.143706 0.163046
-0.273420 0.094345 -0.000215
0.220403 0.022725 -0.034005
-0.035198 -0.146828 -0.024668
0.196766 0.174427 0.029511
-0.047179 -0.005394 0.133420
-0.055696 -0.204467 -0.195509
0.058964 0.067019 -0.009746
0.002129 0.099416 -0.124932
-0.137494 -0.141257 -0.065682
-0.235568 0.129645 0.182504
-0.030728 0.125667 -0.165567
-0.215054 0.144415 -0.058508
0.117389 0.180382 -0.179811
-0.025905 -0.085193 -0.028764
-0.018875 -0.121866 -0.188835
-0.063141 -0.106293 0.085479
-0.013311 -0.048674 0.161348
0.105748 -0.030766 0.131239
0.001463 0.100546 0.039777
-0.113776 0.063312 0.039289
0.143758 0.119908 -0.294136
-0.047227 -0.036278 -0.049449
-0.097660 -0.060286 0.053792
-0.025798 0.021825 0.002549
0.088201 0.123181 0.015731
-0.043770 0.055348 0.007646
0.048301 0.016833 -0.098122
-0.350361 0.195940 0.088575
0.147870 0.155426 -0.309088
-0.192295 0.110650 0.387337
-0.074910 0.075469 -0.109945
0.119114 0.079201 -0.073886
0.175200 -0.230012 0.133206
0.264469 0.065172 -0.110093
0.162955 0.001154 0.116060
0.115720 -0.133146 -0.177880
0.025032 0.178570 0.007215
0.039070 -0.115075 -0.154479
-0.108115 -0.004543 -0.105500
0.093830 0.347433 -0.098264
0.074398 0.065394 -0.046036
-0.125087 0.243305 0.215985
-0.159419 0.058452 0.187505
-0.135987 0.087998 -0.072178
0.230667 -0.162869 0.081881
0.015140 -0.321103 0.025042
0.118736 -0.088805 -0.117204
-0.220845 -0.169540 -0.137087
0.148615 0.040957 0.117494
-0.104764 -0.068897 0.097906
0.051264 0.105175 0.000345
-0.032459 0.156187 -0.071967
0.002649 -0.156639 0.102907
-0.128920 -0.367022 -0.109722
0.025064 -0.098388 0.175980
0.071245 -0.164352 -0.132287
0.036453 -0.079206 -0.109128
0.247868 -0.160097 0.026257
-0.053368 -0.056907 0.005066
0.016429 -0.086160 0.003327
-0.166807 0.090449 -0.055527
0.044985 -0.107075 -0.151659
0.092311 0.009508 -0.004656
0.015803 0.152606 -0.006536
-0.104122 0.027002 -0.022948
-0.008528 0.109724 -0.243735
-0.029138 0.230173 -0.017259
0.065113 0.094819 -0.225860
0.137923 -0.012420 0.093726
-0.171636 0.022522 -0.109172
0.112792 0.153108 0.197939
0.186930 0.271087 -0.153521
0.098745 -0.010228 -0.013521
-0.068971 0.092007 -0.004375
0.169684 0.196359 -0.183549
0.100701 -0.034561 0.026248
-0.214193 -0.016259 -0.023071
-0.009619 0.008276 0.046301
0.055225 0.042011 0.045338
