0.077399 -0.146135 -0.087721
0.038565 0.058629 0.036448
-0.026284 0.098435 0.085514
-0.093449 0.123797 0.246165
0.110960 -0.209920 0.134682
-0.195878 -0.072000 0.053590
0.062588 0.008020 0.139966
-0.094541 0.033286 0.111803
-0.042619 0.015995 0.001313
-0.012071 0.124580 0.025091
-0.007863 0.057071 -0.021704
-0.068844 -0.045507 -0.164478
0.161006 -0.040003 -0.088906
0.102971 -0.037129 0.041228
-0.040364 0.042888 -0.004868
-0.009712 0.108827 0.015924
0.064286 0.161412 0.044307
0.018343 0.080824 -0.018410
0.100533 0.051576 0.073491
-0.007856 0.075051 0.122033
-0.015486 0.051266 0.029966
-0.065112 0.067319 0.079551
0.114849 0.070568 -0.011417
-0.259344 -0.097499 -0.092442
0.025252 0.173302 0.022895
-0.027282 0.043285 -0.065851
-0.101842 -0.144657 -0.148857
0.029960 0.016192 -0.010624
0.063292 0.123291 0.025125
-0.080363 -0.002049 0.095003
-0.075440 0.058668 -0.058552
-0.122621 0.139345 0.150157
-0.183703 -0.021459 -0.096457
0.027891 -0.044853 0.029144
0.031713 0.090156 0.073522
0.086521 -0.027914 -0.082617
-0.154744 0.041046 -0.004180
0.032908 0.000366 -0.004509
-0.038798 0.012351 0.132523
0.219718 -0.032913 0.039891
-0.084688 -0.138525 -0.041264
0.088251 -0.008277 0.158506
0.037861 -0.076109 -0.110408
0.019188 -0.075275 -0.135350
0.052354 -0.054732 0.084733
-0.042999 0.026064 -0.005569
-0.067135 -0.163886 0.093548
0.067849 -0.060359 -0.002881
-0.040212 -0.091812 0.012763
0.074284 0.125088 -0.093954
-0.018429 -0.092531 0.100302
0.278289 0.129959 -0.083564
-0.059227 0.084006 0.005783
-0.149354 -0.080646 -0.128042
-0.072404 -0.240442 -0.120700
-0.160367 0.136134 0.094782
0.156105 0.148414 -0.114666
0.021068 0.027789 0.171789
-0.095135 0.015221 -0.038318
-0.125663 -0.097453 -0.205388
-0.161560 -0.053293 0.194480
0.163785 -0.136369 -0.024935
0.044452 -0.142512 0.067864
-0.027160 -0.043691 -0.041470
-0.013861 0.126576 -0.165412
0.111317 0.053887 -0.108728
-0.187772 -0.018996 -0.081150
0.127796 -0.084955 0.170421
0.039130 0.100456 0.023957
0.249192 0.066970 -0.145088
0.057099 0.099272 -0.038668
0.122934 -0.143162 -0.052682
-0.130864 0.316414 0.073489
0.062178 -0.107662 -0.041798
0.174120 -0.114472 0.113710
-0.211003 0.049503 0.013810
0.148190 -0.008691 -0.049589
-0.007482 -0.126906 -0.020372
0.145954 0.140649 0.028673
-0.040169 0.007942 0.091797
-0.060403 -0.142833 -0.148280
0.040587 0.065634 -0.001598
0.005846 0.061969 -0.102949
-0.083157 -0.115225 -0.066743
-0.186382 0.097094 0.150923
-0.030002 0.085846 -0.117321
-0.161491 0.095725 -0.060610
0.080816 0.157868 -0.136688
-0.028808 -0.059194 -0.029032
-0.013494 -0.101424 -0.123089
