2.800 16.211
2.900 -23.919
3.000 -43.503
3.100 -51.527
3.200 -53.159
3.300 -51.383
3.400 -47.917
3.500 -43.745
3.600 -39.414
3.700 -35.223
3.800 -31.320
3.900 -27.769
4.000 -24.584
4.100 -21.754
4.200 -19.254
4.300 -17.055
4.400 -15.123
4.500 -13.428
4.600 -11.941
4.700 -10.636
4.800 -9.490
4.900 -8.483
5.000 -7.596
5.100 -6.814
5.200 -6.123
5.300 -5.513
5.400 -4.972
5.500 -4.492
5.600 -4.065
5.700 -3.685
5.800 -3.345
5.900 -3.042
6.000 -2.771
6.100 -2.527
6.200 -2.309
6.300 -2.112
6.400 -1.935
6.500 -1.775
6.600 -1.630
6.700 -1.500
6.800 -1.381
6.900 -1.273
7.000 -1.175
7.100 -1.086
7.200 -1.005
7.300 -0.931
7.400 -0.863
7.500 -0.801
7.600 -0.744
7.700 -0.692
7.800 -0.644
7.900 -0.601
8.000 -0.560
8.100 -0.523
8.200 -0.489
8.300 -0.457
8.400 -0.428
8.500 -0.401
8.600 -0.375
8.700 -0.352
8.800 -0.331
8.900 -0.311
9.000 -0.292
9.100 -0.275
9.200 -0.259
9.300 -0.244
9.400 -0.230
9.500 -0.217
9.600 -0.205
9.700 -0.193
9.800 -0.183
9.900 -0.173
10.000 -0.164
