#energy #coulombic #rd #polar #kinetic #temp #N #spin_ratio #volume
-128492.647866 -7932.536891 -94484.353163 -26075.757812 0.000000 0.000000 156.000000 0.000000 11324.989599
-128354.516576 -7831.592196 -94420.371645 -26102.552734 0.000000 0.000000 156.000000 0.000000 11324.989599
-128609.499572 -7953.344927 -94474.037457 -26182.117188 0.000000 0.000000 156.000000 0.000000 11324.989599
-128455.610758 -7916.507176 -94472.017644 -26067.085938 0.000000 0.000000 156.000000 0.000000 11324.989599
-128391.352881 -7715.096065 -94462.596660 -26213.660156 0.000000 0.000000 156.000000 0.000000 11324.989599
-128476.030191 -7833.092480 -94316.361539 -26326.576172 0.000000 0.000000 156.000000 0.000000 11324.989599
-128487.068081 -7980.454964 -94244.076007 -26262.537109 0.000000 0.000000 156.000000 0.000000 11324.989599
-128891.752033 -8236.471115 -94202.345371 -26452.935547 0.000000 0.000000 156.000000 0.000000 11324.989599
-128722.649309 -8183.279896 -94116.135038 -26423.234375 0.000000 0.000000 156.000000 0.000000 11324.989599
-128507.910820 -8353.144517 -93874.360053 -26280.406250 0.000000 0.000000 156.000000 0.000000 11324.989599
-128459.197617 -8552.930644 -93511.518926 -26394.748047 0.000000 0.000000 156.000000 0.000000 11324.989599
-128521.530956 -8461.202423 -93663.572673 -26396.755859 0.000000 0.000000 156.000000 0.000000 11324.989599
-128297.949230 -8610.230944 -93466.481958 -26221.236328 0.000000 0.000000 156.000000 0.000000 11324.989599
-128097.959834 -8558.019083 -93324.837236 -26215.103516 0.000000 0.000000 156.000000 0.000000 11324.989599
-128146.651944 -8581.643680 -93305.908655 -26259.099609 0.000000 0.000000 156.000000 0.000000 11324.989599
-128190.582712 -8732.395324 -93380.156138 -26078.031250 0.000000 0.000000 156.000000 0.000000 11324.989599
-128612.721635 -8830.554804 -93684.559410 -26097.607422 0.000000 0.000000 156.000000 0.000000 11324.989599
-128539.023867 -8849.048130 -93743.546050 -25946.429688 0.000000 0.000000 156.000000 0.000000 11324.989599
-128652.492141 -9050.717278 -93726.823691 -25874.951172 0.000000 0.000000 156.000000 0.000000 11324.989599
-128419.257939 -8984.067194 -93622.536448 -25812.654297 0.000000 0.000000 156.000000 0.000000 11324.989599
-128665.565236 -9057.536615 -93715.862605 -25892.166016 0.000000 0.000000 156.000000 0.000000 11324.989599
-128886.192542 -9438.156891 -93653.297370 -25794.738281 0.000000 0.000000 156.000000 0.000000 11324.989599
-128889.101986 -9360.950956 -93598.250639 -25929.900391 0.000000 0.000000 156.000000 0.000000 11324.989599
-128896.268063 -9381.925522 -93655.225354 -25859.117188 0.000000 0.000000 156.000000 0.000000 11324.989599
-128898.590922 -9403.047517 -93630.279732 -25865.263672 0.000000 0.000000 156.000000 0.000000 11324.989599
-128866.155149 -9331.157417 -93841.454764 -25693.542969 0.000000 0.000000 156.000000 0.000000 11324.989599
-128668.211293 -9194.398376 -93829.195730 -25644.617188 0.000000 0.000000 156.000000 0.000000 11324.989599
-128736.053466 -9189.373081 -93662.315151 -25884.365234 0.000000 0.000000 156.000000 0.000000 11324.989599
-128545.945414 -8987.257446 -93676.336405 -25882.351562 0.000000 0.000000 156.000000 0.000000 11324.989599
-128366.883810 -8957.721970 -93418.331762 -25990.830078 0.000000 0.000000 156.000000 0.000000 11324.989599
-128839.992637 -9002.204555 -93666.793941 -26170.994141 0.000000 0.000000 156.000000 0.000000 11324.989599
-128924.968357 -8894.409167 -93700.752549 -26329.806641 0.000000 0.000000 156.000000 0.000000 11324.989599
-128755.405074 -8701.495159 -93831.911868 -26221.998047 0.000000 0.000000 156.000000 0.000000 11324.989599
-129059.942464 -8749.993025 -93945.599829 -26364.349609 0.000000 0.000000 156.000000 0.000000 11324.989599
-128936.539995 -8752.191592 -93884.846450 -26299.501953 0.000000 0.000000 156.000000 0.000000 11324.989599
-128973.198619 -8718.747200 -93993.502200 -26260.949219 0.000000 0.000000 156.000000 0.000000 11324.989599
-129193.840671 -8829.904673 -93967.391077 -26396.544922 0.000000 0.000000 156.000000 0.000000 11324.989599
-129167.554149 -8889.015458 -93865.284785 -26413.253906 0.000000 0.000000 156.000000 0.000000 11324.989599
-129065.953422 -8639.283432 -93948.841866 -26477.828125 0.000000 0.000000 156.000000 0.000000 11324.989599
-128872.717119 -8581.288676 -93779.227271 -26512.201172 0.000000 0.000000 156.000000 0.000000 11324.989599
-128669.622150 -8706.665856 -93595.202387 -26367.753906 0.000000 0.000000 156.000000 0.000000 11324.989599
-128498.108461 -8633.111265 -93513.835087 -26351.162109 0.000000 0.000000 156.000000 0.000000 11324.989599
-128154.367281 -8340.885527 -93530.212223 -26283.269531 0.000000 0.000000 156.000000 0.000000 11324.989599
-128318.222377 -8460.665630 -93361.000106 -26496.556641 0.000000 0.000000 156.000000 0.000000 11324.989599
-128300.209206 -8462.071863 -93399.067031 -26439.070312 0.000000 0.000000 156.000000 0.000000 11324.989599
-128214.068550 -8442.658938 -93219.542425 -26551.867188 0.000000 0.000000 156.000000 0.000000 11324.989599
-128210.012877 -8511.146552 -93266.217888 -26432.648438 0.000000 0.000000 156.000000 0.000000 11324.989599
-128277.914613 -8501.298203 -93402.876175 -26373.740234 0.000000 0.000000 156.000000 0.000000 11324.989599
-127994.429788 -8319.713701 -93345.860619 -26328.855469 0.000000 0.000000 156.000000 0.000000 11324.989599
-128069.820599 -8565.142157 -93332.196020 -26172.482422 0.000000 0.000000 156.000000 0.000000 11324.989599
-128204.200584 -8531.066577 -93337.530491 -26335.603516 0.000000 0.000000 156.000000 0.000000 11324.989599
-128088.632177 -8573.727888 -93282.548820 -26232.355469 0.000000 0.000000 156.000000 0.000000 11324.989599
-128081.266102 -8569.605079 -93220.471570 -26291.189453 0.000000 0.000000 156.000000 0.000000 11324.989599
-128221.758497 -8657.362957 -93358.983430 -26205.412109 0.000000 0.000000 156.000000 0.000000 11324.989599
-128197.954699 -8666.019041 -93355.449330 -26176.486328 0.000000 0.000000 156.000000 0.000000 11324.989599
-128314.920147 -8761.624866 -93333.654657 -26219.640625 0.000000 0.000000 156.000000 0.000000 11324.989599
-128472.303310 -8809.901726 -93354.893772 -26307.507812 0.000000 0.000000 156.000000 0.000000 11324.989599
-128259.157662 -8550.553707 -93419.072705 -26289.531250 0.000000 0.000000 156.000000 0.000000 11324.989599
-128344.089707 -8453.672624 -93619.641693 -26270.775391 0.000000 0.000000 156.000000 0.000000 11324.989599
-128548.301557 -8730.327642 -93621.122353 -26196.851562 0.000000 0.000000 156.000000 0.000000 11324.989599
-128489.821536 -8766.385051 -93574.522423 -26148.914062 0.000000 0.000000 156.000000 0.000000 11324.989599
-128341.481173 -8875.602655 -93549.550393 -25916.328125 0.000000 0.000000 156.000000 0.000000 11324.989599
-128313.433746 -8885.804199 -93505.231110 -25922.398438 0.000000 0.000000 156.000000 0.000000 11324.989599
-128488.805787 -8997.260823 -93486.888714 -26004.656250 0.000000 0.000000 156.000000 0.000000 11324.989599
-128574.393972 -8836.716869 -93518.725930 -26218.951172 0.000000 0.000000 156.000000 0.000000 11324.989599
-128501.549570 -8686.395008 -93551.611593 -26263.542969 0.000000 0.000000 156.000000 0.000000 11324.989599
-128418.215144 -8751.811845 -93589.625956 -26076.777344 0.000000 0.000000 156.000000 0.000000 11324.989599
-128431.964664 -8875.124553 -93678.539330 -25878.300781 0.000000 0.000000 156.000000 0.000000 11324.989599
-128137.866599 -8645.624553 -93610.333843 -25881.908203 0.000000 0.000000 156.000000 0.000000 11324.989599
-128204.598637 -8691.664081 -93618.874009 -25894.060547 0.000000 0.000000 156.000000 0.000000 11324.989599
-128260.350228 -8667.967456 -93807.945272 -25784.437500 0.000000 0.000000 156.000000 0.000000 11324.989599
-128352.851960 -8631.748992 -93866.974062 -25854.128906 0.000000 0.000000 156.000000 0.000000 11324.989599
-128315.805256 -8720.011589 -93761.233120 -25834.560547 0.000000 0.000000 156.000000 0.000000 11324.989599
-128413.617551 -8782.226892 -93887.730503 -25743.660156 0.000000 0.000000 156.000000 0.000000 11324.989599
-128232.325961 -8679.109427 -93839.284894 -25713.931641 0.000000 0.000000 156.000000 0.000000 11324.989599
-128485.575311 -8967.515523 -93791.573460 -25726.486328 0.000000 0.000000 156.000000 0.000000 11324.989599
-128547.160957 -8957.430196 -93796.687792 -25793.042969 0.000000 0.000000 156.000000 0.000000 11324.989599
-128606.561968 -8949.911822 -93805.769287 -25850.880859 0.000000 0.000000 156.000000 0.000000 11324.989599
-128622.761813 -8999.327324 -93752.621989 -25870.812500 0.000000 0.000000 156.000000 0.000000 11324.989599
-128415.630759 -8944.613963 -93682.151562 -25788.865234 0.000000 0.000000 156.000000 0.000000 11324.989599
-128484.599889 -8884.145261 -93666.491738 -25933.962891 0.000000 0.000000 156.000000 0.000000 11324.989599
-128709.513769 -9041.933040 -93737.139322 -25930.441406 0.000000 0.000000 156.000000 0.000000 11324.989599
-128883.033183 -9076.232728 -93685.054361 -26121.746094 0.000000 0.000000 156.000000 0.000000 11324.989599
-129022.717325 -9076.724449 -93717.621782 -26228.371094 0.000000 0.000000 156.000000 0.000000 11324.989599
-129004.185240 -9096.685538 -93892.833686 -26014.666016 0.000000 0.000000 156.000000 0.000000 11324.989599
-128844.233870 -8882.979891 -93942.000073 -26019.253906 0.000000 0.000000 156.000000 0.000000 11324.989599
-128763.977038 -8927.367338 -93963.455403 -25873.154297 0.000000 0.000000 156.000000 0.000000 11324.989599
-128587.787807 -8731.468160 -94048.616523 -25807.703125 0.000000 0.000000 156.000000 0.000000 11324.989599
-128683.478664 -8817.950073 -93923.210232 -25942.318359 0.000000 0.000000 156.000000 0.000000 11324.989599
-128623.516253 -8888.364791 -93896.389743 -25838.761719 0.000000 0.000000 156.000000 0.000000 11324.989599
-128514.199807 -8677.123961 -93941.605144 -25895.470703 0.000000 0.000000 156.000000 0.000000 11324.989599
-128480.718672 -8723.377716 -93979.204238 -25778.136719 0.000000 0.000000 156.000000 0.000000 11324.989599
-128361.166903 -8515.740178 -93994.186491 -25851.240234 0.000000 0.000000 156.000000 0.000000 11324.989599
-128267.864609 -8402.742622 -94034.295815 -25830.826172 0.000000 0.000000 156.000000 0.000000 11324.989599
-128118.620238 -8265.415466 -94103.193053 -25750.011719 0.000000 0.000000 156.000000 0.000000 11324.989599
-127696.233328 -8034.089418 -94002.720082 -25659.423828 0.000000 0.000000 156.000000 0.000000 11324.989599
-127700.697834 -7949.947349 -94054.561032 -25696.189453 0.000000 0.000000 156.000000 0.000000 11324.989599
-127380.322882 -7756.011953 -93950.070694 -25674.240234 0.000000 0.000000 156.000000 0.000000 11324.989599
-127313.278044 -7702.961911 -94006.001679 -25604.314453 0.000000 0.000000 156.000000 0.000000 11324.989599
-127402.544146 -7625.360250 -94239.410459 -25537.773438 0.000000 0.000000 156.000000 0.000000 11324.989599
-127263.352948 -7606.791896 -94054.527849 -25602.033203 0.000000 0.000000 156.000000 0.000000 11324.989599
-127390.721818 -7640.697549 -94051.334816 -25698.689453 0.000000 0.000000 156.000000 0.000000 11324.989599
-127403.735839 -7537.137964 -94039.125219 -25827.472656 0.000000 0.000000 156.000000 0.000000 11324.989599
-127591.477158 -7740.550300 -94073.512796 -25777.414062 0.000000 0.000000 156.000000 0.000000 11324.989599
-127457.995605 -7672.241767 -94040.273369 -25745.480469 0.000000 0.000000 156.000000 0.000000 11324.989599
-127474.142478 -7696.827419 -94076.969356 -25700.345703 0.000000 0.000000 156.000000 0.000000 11324.989599
-127439.536402 -7628.769300 -94093.763196 -25717.003906 0.000000 0.000000 156.000000 0.000000 11324.989599
-127348.095423 -7461.404260 -94270.741944 -25615.949219 0.000000 0.000000 156.000000 0.000000 11324.989599
-127221.184819 -7467.840206 -94309.551644 -25443.792969 0.000000 0.000000 156.000000 0.000000 11324.989599
-127178.029648 -7521.731276 -94236.112826 -25420.185547 0.000000 0.000000 156.000000 0.000000 11324.989599
-127316.353549 -7466.437565 -94367.865203 -25482.050781 0.000000 0.000000 156.000000 0.000000 11324.989599
-127257.828828 -7515.851640 -94427.354141 -25314.623047 0.000000 0.000000 156.000000 0.000000 11324.989599
-127206.096041 -7634.829073 -94323.003297 -25248.263672 0.000000 0.000000 156.000000 0.000000 11324.989599
-127280.323888 -7722.090401 -94301.583097 -25256.650391 0.000000 0.000000 156.000000 0.000000 11324.989599
-127193.086437 -7579.067519 -94385.823606 -25228.195312 0.000000 0.000000 156.000000 0.000000 11324.989599
-127180.492784 -7568.719246 -94301.058694 -25310.714844 0.000000 0.000000 156.000000 0.000000 11324.989599
-127438.278752 -7751.714127 -94382.216968 -25304.347656 0.000000 0.000000 156.000000 0.000000 11324.989599
-127479.231821 -7790.631197 -94432.170936 -25256.429688 0.000000 0.000000 156.000000 0.000000 11324.989599
-127194.410977 -7558.437638 -94468.612011 -25167.361328 0.000000 0.000000 156.000000 0.000000 11324.989599
-127343.135249 -7620.459880 -94592.858963 -25129.816406 0.000000 0.000000 156.000000 0.000000 11324.989599
-127486.101090 -7656.099517 -94439.614854 -25390.386719 0.000000 0.000000 156.000000 0.000000 11324.989599
-127832.151230 -7576.927579 -94649.559589 -25605.664062 0.000000 0.000000 156.000000 0.000000 11324.989599
-127652.415990 -7440.064922 -94646.204583 -25566.146484 0.000000 0.000000 156.000000 0.000000 11324.989599
-127911.025164 -7541.481589 -94751.832638 -25617.710938 0.000000 0.000000 156.000000 0.000000 11324.989599
-127847.187964 -7529.870033 -94753.534728 -25563.783203 0.000000 0.000000 156.000000 0.000000 11324.989599
-127899.644131 -7708.387892 -94555.062879 -25636.193359 0.000000 0.000000 156.000000 0.000000 11324.989599
-127873.701207 -7611.872120 -94472.028306 -25789.800781 0.000000 0.000000 156.000000 0.000000 11324.989599
-128108.274543 -7760.594910 -94648.183540 -25699.496094 0.000000 0.000000 156.000000 0.000000 11324.989599
-128186.961341 -7785.389028 -94697.093798 -25704.478516 0.000000 0.000000 156.000000 0.000000 11324.989599
-128407.763311 -7956.715737 -94717.862028 -25733.185547 0.000000 0.000000 156.000000 0.000000 11324.989599
-128462.220627 -7979.653878 -94682.353858 -25800.212891 0.000000 0.000000 156.000000 0.000000 11324.989599
-128732.213038 -7921.378309 -94986.971447 -25823.863281 0.000000 0.000000 156.000000 0.000000 11324.989599
-128841.512302 -8149.658143 -94914.637362 -25777.216797 0.000000 0.000000 156.000000 0.000000 11324.989599
-128691.017820 -7941.644066 -94913.057347 -25836.316406 0.000000 0.000000 156.000000 0.000000 11324.989599
-128606.409796 -7941.173002 -94966.158669 -25699.078125 0.000000 0.000000 156.000000 0.000000 11324.989599
-129291.205046 -8107.591938 -95326.265451 -25857.347656 0.000000 0.000000 156.000000 0.000000 11324.989599
-129485.535080 -8174.224626 -95338.564360 -25972.746094 0.000000 0.000000 156.000000 0.000000 11324.989599
-129317.242262 -8247.782141 -95199.880042 -25869.580078 0.000000 0.000000 156.000000 0.000000 11324.989599
-129411.665735 -8408.124013 -95198.672581 -25804.869141 0.000000 0.000000 156.000000 0.000000 11324.989599
-129451.382180 -8344.566469 -95219.532508 -25887.283203 0.000000 0.000000 156.000000 0.000000 11324.989599
-129298.977096 -8208.043871 -95227.745725 -25863.187500 0.000000 0.000000 156.000000 0.000000 11324.989599
-129354.475474 -8334.994209 -95187.658999 -25831.822266 0.000000 0.000000 156.000000 0.000000 11324.989599
-129463.090623 -8339.752280 -95252.262171 -25871.076172 0.000000 0.000000 156.000000 0.000000 11324.989599
-129604.672176 -8357.682132 -95319.171684 -25927.818359 0.000000 0.000000 156.000000 0.000000 11324.989599
-129647.513214 -8378.271932 -95398.104564 -25871.136719 0.000000 0.000000 156.000000 0.000000 11324.989599
-129634.502618 -8161.511108 -95338.909479 -26134.082031 0.000000 0.000000 156.000000 0.000000 11324.989599
-130096.595837 -8398.148002 -95365.762288 -26332.685547 0.000000 0.000000 156.000000 0.000000 11324.989599
-129934.414698 -8391.136896 -95203.557099 -26339.720703 0.000000 0.000000 156.000000 0.000000 11324.989599
-129933.976486 -8400.803849 -95394.895293 -26138.277344 0.000000 0.000000 156.000000 0.000000 11324.989599
-130080.585472 -8652.467577 -95375.535864 -26052.582031 0.000000 0.000000 156.000000 0.000000 11324.989599
-130213.491507 -8725.734883 -95351.272250 -26136.484375 0.000000 0.000000 156.000000 0.000000 11324.989599
-129999.190353 -8591.739939 -95206.489477 -26200.960938 0.000000 0.000000 156.000000 0.000000 11324.989599
-130137.131340 -8685.899369 -95163.349159 -26287.882812 0.000000 0.000000 156.000000 0.000000 11324.989599
-130110.023688 -8719.416434 -95234.712723 -26155.894531 0.000000 0.000000 156.000000 0.000000 11324.989599
-130023.801429 -8681.784755 -95213.290111 -26128.726562 0.000000 0.000000 156.000000 0.000000 11324.989599
-129733.784289 -8467.409273 -95190.914078 -26075.460938 0.000000 0.000000 156.000000 0.000000 11324.989599
-129791.997376 -8379.498789 -95144.580619 -26267.917969 0.000000 0.000000 156.000000 0.000000 11324.989599
-129777.774333 -8265.290453 -95100.341302 -26412.142578 0.000000 0.000000 156.000000 0.000000 11324.989599
-129846.361840 -8256.894170 -95158.752826 -26430.714844 0.000000 0.000000 156.000000 0.000000 11324.989599
-129881.396125 -8318.131987 -95216.564919 -26346.699219 0.000000 0.000000 156.000000 0.000000 11324.989599
-129931.980999 -8359.614614 -95354.137870 -26218.228516 0.000000 0.000000 156.000000 0.000000 11324.989599
-129834.574312 -8391.798055 -95246.694226 -26196.082031 0.000000 0.000000 156.000000 0.000000 11324.989599
-129528.705532 -8340.244746 -95148.757661 -26039.703125 0.000000 0.000000 156.000000 0.000000 11324.989599
-129653.759953 -8393.653803 -95168.461619 -26091.644531 0.000000 0.000000 156.000000 0.000000 11324.989599
-129338.794148 -8288.477135 -95004.863889 -26045.453125 0.000000 0.000000 156.000000 0.000000 11324.989599
-129405.593501 -8365.231226 -94979.305634 -26061.056641 0.000000 0.000000 156.000000 0.000000 11324.989599
-129690.769554 -8592.250594 -94970.321695 -26128.197266 0.000000 0.000000 156.000000 0.000000 11324.989599
