-20278.038264 -2208.898348 -18069.139915 0.000000 5622.819264 81.490134 46.000000
-20195.990173 -2295.456797 -17900.533376 0.000000 5540.771173 80.301031 46.000000
-20456.797330 -2311.901448 -18144.895882 0.000000 5801.578330 84.080845 46.000000
-20589.154910 -2170.855917 -18418.298993 0.000000 5933.935910 85.999071 46.000000
-20435.385870 -2757.306138 -17678.079733 0.000000 5780.166870 83.770534 46.000000
-20541.489101 -2634.384105 -17907.104996 0.000000 5886.270101 85.308262 46.000000
-20537.416073 -2571.941979 -17965.474094 0.000000 5882.197073 85.249233 46.000000
-20360.238659 -2143.036383 -18217.202276 0.000000 5705.019659 82.681444 46.000000
-20554.012067 -2395.483346 -18158.528721 0.000000 5898.793067 85.489755 46.000000
-20609.702374 -2468.203560 -18141.498813 0.000000 5954.483374 86.296860 46.000000
-20716.179404 -2533.949782 -18182.229622 0.000000 6060.960404 87.840006 46.000000
-20534.144820 -2096.987545 -18437.157275 0.000000 5878.925820 85.201823 46.000000
-20763.559942 -2218.642527 -18544.917416 0.000000 6108.340942 88.526680 46.000000
-21113.788657 -2203.744918 -18910.043739 0.000000 6458.569657 93.602459 46.000000
-20934.430460 -2316.605558 -18617.824902 0.000000 6279.211460 91.003065 46.000000
-20717.610885 -1895.860541 -18821.750343 0.000000 6062.391885 87.860752 46.000000
-20855.801871 -2063.964504 -18791.837368 0.000000 6200.582871 89.863520 46.000000
-20947.804384 -2375.701000 -18572.103384 0.000000 6292.585384 91.196890 46.000000
-21420.022780 -2462.573358 -18957.449422 0.000000 6764.803780 98.040634 46.000000
-21004.401883 -1987.662483 -19016.739400 0.000000 6349.182883 92.017143 46.000000
-20876.662636 -1840.523489 -19036.139147 0.000000 6221.443636 90.165850 46.000000
-21039.399560 -2063.013747 -18976.385813 0.000000 6384.180560 92.524356 46.000000
-21036.908775 -2089.231644 -18947.677131 0.000000 6381.689775 92.488258 46.000000
-20995.338606 -1912.452943 -19082.885663 0.000000 6340.119606 91.885791 46.000000
-20718.121763 -2199.167705 -18518.954057 0.000000 6062.902763 87.868156 46.000000
-21430.320746 -2673.547168 -18756.773579 0.000000 6775.101746 98.189880 46.000000
-21504.240347 -2744.924814 -18759.315533 0.000000 6849.021347 99.261179 46.000000
-21363.496075 -2304.410960 -19059.085115 0.000000 6708.277075 97.221407 46.000000
-22162.623975 -2291.343573 -19871.280402 0.000000 7507.404975 108.802971 46.000000
-21928.741259 -2282.264359 -19646.476900 0.000000 7273.522259 105.413366 46.000000
-21751.277390 -2342.040543 -19409.236846 0.000000 7096.058390 102.841426 46.000000
-21840.024545 -2765.555259 -19074.469285 0.000000 7184.805545 104.127617 46.000000
-22380.833817 -3111.468148 -19269.365669 0.000000 7725.614817 111.965432 46.000000
-21990.146454 -2511.323800 -19478.822655 0.000000 7334.927454 106.303296 46.000000
-21753.875236 -2615.006252 -19138.868984 0.000000 7098.656236 102.879076 46.000000
-20941.390875 -1853.288746 -19088.102129 0.000000 6286.171875 91.103940 46.000000
-21194.404069 -1735.279832 -19459.124237 0.000000 6539.185069 94.770798 46.000000
-20718.346755 -1424.475549 -19293.871206 0.000000 6063.127755 87.871417 46.000000
-20819.946884 -1441.892818 -19378.054066 0.000000 6164.727884 89.343882 46.000000
-20779.752860 -1574.975029 -19204.777831 0.000000 6124.533860 88.761360 46.000000
-21168.554215 -1687.266937 -19481.287278 0.000000 6513.335215 94.396163 46.000000
-21612.574349 -2499.700030 -19112.874318 0.000000 6957.355349 100.831237 46.000000
-21703.469808 -2466.088052 -19237.381756 0.000000 7048.250808 102.148562 46.000000
-22080.755054 -2917.614485 -19163.140569 0.000000 7425.536054 107.616465 46.000000
-22114.039775 -2714.575959 -19399.463816 0.000000 7458.820775 108.098852 46.000000
-21679.872054 -2343.830525 -19336.041529 0.000000 7024.653054 101.806566 46.000000
-21220.289844 -2529.527619 -18690.762224 0.000000 6565.070844 95.145954 46.000000
-20603.429778 -1994.298887 -18609.130891 0.000000 5948.210778 86.205953 46.000000
-20548.992119 -1751.570901 -18797.421218 0.000000 5893.773119 85.417002 46.000000
-21621.473808 -2188.603145 -19432.870663 0.000000 6966.254808 100.960215 46.000000
-21607.986556 -2735.471337 -18872.515219 0.000000 6952.767556 100.764747 46.000000
-21280.820805 -1926.344013 -19354.476792 0.000000 6625.601805 96.023215 46.000000
