0.001	-34.193274
0.011	-34.193274
0.021	-34.193274
0.031	-34.193274
0.041	-34.193274
0.051	-34.193274
0.061	-34.193274
0.071	-34.193274
0.081	-34.193274
0.091	-34.193274
0.101	-34.193274
0.111	-34.193274
0.121	-34.193274
0.131	-34.193274
0.141	-34.193274
0.151	-34.193274
0.161	-34.193274
0.171	-34.193274
0.181	-34.193274
0.191	-34.193274
0.201	-34.193274
0.211	-34.193274
0.221	-34.193274
0.231	-34.193274
0.241	-34.193274
0.251	-34.193274
0.261	-34.193274
0.271	-34.193274
0.281	-34.193274
0.291	-34.193274
0.301	-34.193274
0.311	-34.193274
0.321	-34.193274
0.331	-34.193274
0.341	-34.193274
0.351	-34.193274
0.361	-34.193274
0.371	-34.193274
0.381	-34.193274
0.391	-34.193274
0.401	-34.193274
0.411	-34.193274
0.421	-34.193274
0.431	-34.193274
0.441	-34.193274
0.451	-34.193274
0.461	-34.193274
0.471	-34.193274
0.481	-34.193274
0.491	-34.193274
0.501	-34.193274
0.511	-34.193274
0.521	-34.193274
0.531	-34.193274
0.541	-34.193274
0.551	-34.193274
0.561	-34.193274
0.571	-34.193274
0.581	-34.193274
0.591	-34.193274
0.601	-34.193274
0.611	-34.193274
0.621	-34.193274
0.631	-34.193274
0.641	-34.193274
0.651	-34.193274
0.661	-34.193274
0.671	-34.193274
0.681	-34.193274
0.691	-34.193274
0.701	-34.193274
0.711	-34.193274
0.721	-34.193274
0.731	-34.193274
0.741	-34.193274
0.751	-34.193274
0.761	-34.193274
0.771	-34.193274
0.781	-34.193274
0.791	-34.193274
0.801	-34.193274
0.811	-34.193274
0.821	-34.193274
0.831	-34.193274
0.841	-34.193274
0.851	-34.193274
0.861	-34.193274
0.871	-34.193274
0.881	-34.193274
0.891	-34.193274
0.901	-34.193274
0.911	-34.193274
0.921	-34.193274
0.931	-34.193274
0.941	-34.193274
0.951	-34.193274
0.961	-34.193274
0.971	-34.193274
0.981	-34.193274
0.991	-34.193274
1.001	-34.193274
1.011	-34.193274
1.021	-34.193274
1.031	-34.193274
1.041	-34.193274
1.051	-34.193274
1.061	-34.193274
1.071	-34.193274
1.081	-34.193274
1.091	-34.193274
1.101	-34.193274
1.111	-34.193274
1.121	-34.193274
1.131	-34.193274
1.141	-34.193274
1.151	-34.193274
1.161	-34.193274
1.171	-34.193274
1.181	-34.193274
1.191	-34.193274
1.201	-34.193274
1.211	-34.193274
1.221	-34.193274
1.231	-34.193274
1.241	-34.193274
1.251	-34.193274
1.261	-34.193274
1.271	-34.193274
1.281	-34.193274
1.291	-34.193274
1.301	-34.193274
1.311	-34.193274
1.321	-34.193274
1.331	-34.193274
1.341	-34.193274
1.351	-34.193274
1.361	-34.193274
